10/01/2020,SJT,43,55,31,6.71
10/01/2020,SAT,51,60,40,4.42
10/01/2020,VCT,52,63,41,6.75
10/01/2020,ACT,45,54,36,5.95
10/01/2020,SPS,39,48,30,9.68
10/01/2020,SLC,31,35,26,2.1
10/01/2020,BCB,34,43,24,4.11
10/01/2020,BTV,25,33,16,5.81
10/01/2020,LYH,35,43,27,3.3
10/01/2020,ORF,44,50,38,11.3
10/01/2020,RIC,39,47,30,7.08
10/01/2020,ROA,34,43,24,4.11
10/01/2020,WAL,40,49,31,7.78
10/01/2020,DCA,37,44,29,6.91
10/01/2020,DEW,31,34,28,3.01
10/01/2020,EPH,32,35,29,2.58
10/01/2020,OLM,36,41,30,0.92
10/01/2020,UIL,41,49,32,4.31
10/01/2020,SEA,41,47,35,3.92
10/01/2020,GEG,31,34,27,4.82
10/01/2020,YKM,33,36,29,1.44
10/01/2020,BKW,33,42,23,7.3
10/01/2020,CRW,35,47,22,3.77
10/01/2020,EKN,29,44,14,3.06
10/01/2020,HTS,34,45,23,4.12
10/01/2020,GRB,23,30,15,7.77
10/01/2020,LSE,23,29,16,8.21
10/01/2020,MSN,24,29,16,7.25
10/01/2020,MKE,27,33,20,8.01
10/01/2020,CPR,22,30,14,9.98
10/01/2020,CYS,25,37,14,4.95
10/01/2020,LND,15,23,6,0.7
10/01/2020,RWL,18,27,9,5.52
10/01/2020,SHR,22,32,11,2.97
17/01/2020,BHM,42,52,31,3.94
17/01/2020,HSV,39,49,29,4.57
17/01/2020,MOB,48,60,35,4.37
17/01/2020,MGM,45,56,32,3.92
17/01/2020,ANC,24,28,19,3.78
17/01/2020,ANN,43,46,38,8.68
17/01/2020,BET,16,20,11,20.24
17/01/2020,BTT,2,10,-7,4.45
17/01/2020,CDB,32,36,28,13.8
17/01/2020,CDV,31,39,22,1.84
17/01/2020,BIG,10,16,6,9.87
17/01/2020,FAI,-1,7,-10,1.84
17/01/2020,GKN,9,14,3,1
17/01/2020,HOM,29,34,24,2.5
17/01/2020,ILI,26,32,20,8.08
17/01/2020,JNU,36,40,32,3.87
17/01/2020,ENA,24,29,19,8.41
17/01/2020,KTN,42,45,38,10.3
17/01/2020,AKN,29,36,22,8.61
17/01/2020,ADQ,35,38,30,11.8
17/01/2020,OTZ,15,18,9,12.82
17/01/2020,MCG,1,8,-6,1.24
17/01/2020,OME,18,24,10,9.64
17/01/2020,ORT,7,12,2,0.41
17/01/2020,PAQ,23,29,16,3.81
17/01/2020,PSG,60,60,60,3.61
17/01/2020,PTI,60,60,60,0
17/01/2020,SYA,60,60,60,10.63
17/01/2020,SIT,44,47,41,12.07
17/01/2020,SGY,37,41,34,6.3
17/01/2020,SNP,29,35,22,16.75
17/01/2020,TKA,18,28,8,3.24
17/01/2020,TAL,1,8,-6,5.85
17/01/2020,BRW,-4,0,-9,15.85
17/01/2020,YAK,34,40,29,2.44
17/01/2020,DUG,41,60,21,4.02
17/01/2020,IGM,41,55,26,2.62
17/01/2020,PHX,52,63,40,1.67
17/01/2020,TUS,49,64,34,1.95
